,text,sentiment
1189,Also were served hot bread and butter and home made potato chips with bacon bits on top....very original and very good.,1
1190,you can watch them preparing the delicious food!),1
1191,Both of the egg rolls were fantastic.,1
1192,When my order arrived one of the gyros was missing.,0
1193,I had a salad with the wings and some ice cream for dessert and left feeling quite satisfied.,1
1194,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0
1195,The best place to go for a tasty bowl of Pho!,1
1196,The live music on Fridays totally blows.,0
1197,I've never been more insulted or felt disrespected.,0
1198,Very friendly staff.,1
1199,It is worth the drive.,1
1200,I had heard good things about this place but it exceeding every hope I could have dreamed of.,1
1201,Food was great and so was the serivce!,1
1202,The warm beer didn't help.,0
1203,Great brunch spot.,1
1204,Service is friendly and inviting.,1
1205,Very good lunch spot.,1
1206,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0
1207,The WORST EXPERIENCE EVER.,0
1208,Must have been an off night at this place.,0
1209,The sides are delish - mixed mushrooms yukon gold puree white corn - beateous.,1
1210,If that bug never showed up I would have given a 4 for sure but on the other side of the wall where this bug was climbing was the kitchen.,0
1211,For about 10 minutes we we're waiting for her salad when we realized that it wasn't coming any time soon.,0
1212,My friend loved the salmon tartar.,1
1213,Won't go back.,0
1214,Extremely Tasty!,1
1215,Waitress was good though!,1
1216,Soggy and not good.,0
1217,The Jamaican mojitos are delicious.,1
1218,Which are small and not worth the price.,0
1219,- the food is rich so order accordingly.,1
1220,The shower area is outside so you can only rinse not take a full shower unless you don't mind being nude for everyone to see!,0
1221,The service was a bit lacking.,0
1222,Lobster Bisque Bussell Sprouts Risotto Filet ALL needed salt and pepper..and of course there is none at the tables.,0
1223,Hopefully this bodes for them going out of business and someone who can cook can come in.,0
1224,It was either too cold not enough flavor or just bad.,0
1225,I loved the bacon wrapped dates.,1
1226,This is an unbelievable BARGAIN!,1
1227,The folks at Otto always make us feel so welcome and special.,1
1228,"As for the ""mains also uninspired.	0
This is the place where I first had pho and it was amazing!!	1
This wonderful experience made this place a must-stop whenever we are in town again.	1
If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.	0
Very very fun chef.	1
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.	0
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.	1
If it were possible to give them zero stars, they'd have it.	0
The descriptions said ""yum yum sauce"" and another said ""eel sauce yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0
1229,I'd say that would be the hardest decision... Honestly all of M's dishes taste how they are supposed to taste (amazing).,1
1230,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0
1231,Everyone is very attentive providing excellent customer service.,1
1232,Horrible - don't waste your time and money.,0
1233,Now this dish was quite flavourful.,1
1234,By this time our side of the restaurant was almost empty so there was no excuse.,0
1235,(It wasn't busy either) Also the building was FREEZING cold.,0
1236,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0
1237,-Drinks took close to 30 minutes to come out at one point.,0
1238,Seriously flavorful delights folks.,1
1239,Much better than the other AYCE sushi place I went to in Vegas.,1
1240,The lighting is just dark enough to set the mood.,1
1241,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0
1242,Owner's are really great people.!,1
1243,There is nothing privileged about working/eating there.,0
1244,The Greek dressing was very creamy and flavorful.,1
1245,Overall I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.,0
1246,Now the pizza itself was good the peanut sauce was very tasty.,1
1247,We had 7 at our table and the service was pretty fast.,1
1248,Fantastic service here.,1
1249,I as well would've given godfathers zero stars if possible.,0
1250,They know how to make them here.,1
1251,very tough and very short on flavor!,0
1252,I hope this place sticks around.,1
1253,I have been in more than a few bars in Vegas and do not ever recall being charged for tap water.,0
1254,The restaurant atmosphere was exquisite.,1
1255,Good service very clean and inexpensive to boot!,1
1256,The seafood was fresh and generous in portion.,1
1257,Plus it's only 8 bucks.,1
1258,The service was not up to par either.,0
1259,Thus far have only visited twice and the food was absolutely delicious each time.,1
1260,Just as good as when I had it more than a year ago!,1
1261,For a self proclaimed coffee cafe I was wildly disappointed.,0
1262,The Veggitarian platter is out of this world!,1
1263,You cant go wrong with any of the food here.,1
1264,You can't beat that.,1
1265,Stopped by this place while in Madison for the Ironman very friendly kind staff.,1
1266,The chefs were friendly and did a good job.,1
1267,I've had better not only from dedicated boba tea spots but even from Jenni Pho.,0
1268,I liked the patio and the service was outstanding.,1
1269,The goat taco didn't skimp on the meat and wow what FLAVOR!,1
1270,I think not again,0
1271,I had the mac salad and it was pretty bland so I will not be getting that again.,0
1272,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1
1273,Service stinks here!,0
1274,I waited and waited.,0
1275,This place is not quality sushi it is not a quality restaurant.,0
1276,I would definitely recommend the wings as well as the pizza.,1
1277,Great Pizza and Salads!,1
1278,Things that went wrong: - They burned the saganaki.,0
1279,We waited an hour for what was a breakfast I could have done 100 times better at home.,0
1280,This place is amazing!,1
1281,I hate to disagree with my fellow Yelpers but my husband and I were so disappointed with this place.,0
1282,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
1283,Just don't know why they were so slow.,0
1284,The staff is great the food is delish and they have an incredible beer selection.,1
1285,I live in the neighborhood so I am disappointed I won't be back here because it is a convenient location.,0
1286,I didn't know pulled pork could be soooo delicious.,1
1287,You get incredibly fresh fish prepared with care.,1
1288,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
1289,I love the fact that everything on their menu is worth it.,1
1290,Never again will I be dining at this place!,0
1291,The food was excellent and service was very good.,1
1292,Good beer & drink selection and good food selection.,1
1293,Please stay away from the shrimp stir fried noodles.,0
1294,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
1295,Food was really boring.,0
1296,Good Service-check!,1
1297,This greedy corporation will NEVER see another dime from me!,0
1298,Will never ever go back.,0
1299,As much as I'd like to go back I can't get passed the atrocious service and will never return.,0
1300,In the summer you can dine in a charming outdoor patio - so very delightful.,1
1301,I did not expect this to be so good!,1
1302,Fantastic food!,1
1303,She ordered a toasted English muffin that came out untoasted.,0
1304,The food was very good.,1
1305,Never going back.,0
1306,Great food for the price which is very high quality and house made.,1
1307,The bus boy on the other hand was so rude.,0
1308,By this point my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.,0
1309,Back to good BBQ lighter fare reasonable pricing and tell the public they are back to the old ways.,1
1310,And considering the two of us left there very full and happy for about $20 you just can't go wrong.,1
1311,All the bread is made in-house!,1
1312,The only downside is the service.,0
1313,Also the fries are without a doubt the worst fries I've ever had.,0
1314,Service was exceptional and food was a good as all the reviews.,1
1315,A couple of months later I returned and had an amazing meal.,1
1316,Favorite place in town for shawarrrrrrma!!!!!!,1
1317,The black eyed peas and sweet potatoes... UNREAL!,1
1318,You won't be disappointed.,1
1319,They could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good.,1
1320,I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast especially for $4.00.,0
1321,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0
1322,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0
1323,Both of them were truly unbelievably good and I am so glad we went back.,1
1324,We had fantastic service and were pleased by the atmosphere.,1
1325,Everything was gross.,0
1326,I love this place.,1
1327,Great service and food.,1
1328,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0
1329,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
1330,OMG the food was delicioso!,1
1331,There is nothing authentic about this place.,0
1332,the spaghetti is nothing special whatsoever.,0
1333,Of all the dishes the salmon was the best but all were great.,1
1334,The vegetables are so fresh and the sauce feels like authentic Thai.,1
1335,It's worth driving up from Tucson!,1
1336,The selection was probably the worst I've seen in Vegas.....there was none.,0
1337,Pretty good beer selection too.,1
1338,This place is like Chipotle but BETTER.,1
1339,Classy/warm atmosphere fun and fresh appetizers succulent steaks (Baseball steak!!!!!,1
1340,5 stars for the brick oven bread app!,1
1341,I have eaten here multiple times and each time the food was delicious.,1
1342,We sat another ten minutes and finally gave up and left.,0
1343,He was terrible!,0
1344,Everyone is treated equally special.,1
1345,It shouldn't take 30 min for pancakes and eggs.,0
1346,It was delicious!!!,1
1347,On the good side the staff was genuinely pleasant and enthusiastic - a real treat.,1
1348,Sadly Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.,0
1349,As always the evening was wonderful and the food delicious!,1
1350,Best fish I've ever had in my life!,1
1351,(The bathroom is just next door and very nice.),1
1352,The buffet is small and all the food they offered was BLAND.,0
1353,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1
1354,Pretty cool I would say.,1
1355,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
1356,Server did a great job handling our large rowdy table.,1
1357,I find wasting food to be despicable but this just wasn't food.,0
1358,My wife had the Lobster Bisque soup which was lukewarm.,0
1359,Would come back again if I had a sushi craving while in Vegas.,1
1360,The staff are great the ambiance is great.,1
1361,He deserves 5 stars.,1
1362,I left with a stomach ache and felt sick the rest of the day.,0
1363,They dropped more than the ball.,0
1364,The dining space is tiny but elegantly decorated and comfortable.,1
1365,They will customize your order any way you'd like my usual is Eggplant with Green Bean stir fry love it!,1
1366,And the beans and rice were mediocre at best.,0
1367,Best tacos in town by far!!,1
1368,I took back my money and got outta there.,0
1369,In an interesting part of town this place is amazing.,1
1370,RUDE & INCONSIDERATE MANAGEMENT.,0
1371,The staff are now not as friendly the wait times for being served are horrible no one even says hi for the first 10 minutes.,0
1372,I won't be back.,0
1373,They have great dinners.,1
1374,The service was outshining & I definitely recommend the Halibut.,1
1375,The food was terrible.,0
1376,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
1377,I don't recommend unless your car breaks down in front of it and you are starving.,0
1378,I will come back here every time I'm in Vegas.,1
1379,This place deserves one star and 90% has to do with the food.,0
1380,This is a disgrace.,0
1381,Def coming back to bowl next time,1
1382,If you want healthy authentic or ethic food try this place.,1
1383,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (,1
1384,I have been here several times in the past and the experience has always been great.,1
1385,We walked away stuffed and happy about our first Vegas buffet experience.,1
1386,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
1387,To summarize... the food was incredible nay transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.,1
1388,I'm probably one of the few people to ever go to Ians and not like it.,0
1389,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
1390,Service is perfect and the family atmosphere is nice to see.,1
1391,Cooked to perfection and the service was impeccable.,1
1392,This one is simply a disappointment.,0
1393,Overall I was very disappointed with the quality of food at Bouchon.,0
1394,I don't have to be an accountant to know I'm getting screwed!,0
1395,Great place to eat reminds me of the little mom and pop shops in the San Francisco Bay Area.,1
1396,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
1397,Left very frustrated.,0
1398,I'll definitely be in soon again.,1
1399,Food was really good and I got full petty fast.,1
1400,Service was fantastic.,1
1401,TOTAL WASTE OF TIME.,0
1402,I don't know what kind it is but they have the best iced tea.,1
1403,Come hungry leave happy and stuffed!,1
1404,For service I give them no stars.,0
1405,I can assure you that you won't be disappointed.,1
1406,I can take a little bad service but the food sucks.,0
1407,Gave up trying to eat any of the crust (teeth still sore).,0
1408,But now I was completely grossed out.,0
1409,I really enjoyed eating here.,1
1410,First time going but I think I will quickly become a regular.,1
1411,Our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end.,1
1412,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1
1413,On the ground right next to our table was a large smeared been-stepped-in-and-tracked-everywhere pile of green bird poop.,0
1414,Furthermore you can't even find hours of operation on the website!,0
1415,We've tried to like this place but after 10+ times I think we're done with them.,0
1416,What a mistake that was!,0
1417,No complaints!,1
1418,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1
1419,Waiter was a jerk.,0
1420,Strike 2 who wants to be rushed.,0
1421,These are the nicest restaurant owners I've ever come across.,1
1422,I never come again.,0
1423,We loved the biscuits!!!,1
1424,Service is quick and friendly.,1
1425,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0
1426,So absolutley fantastic.,1
1427,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0
1428,definitely will come back here again.,1
1429,I like Steiners because it's dark and it feels like a bar.,1
1430,Wow very spicy but delicious.,1
1431,If you're not familiar check it out.,1
1432,I'll take my business dinner dollars elsewhere.,0
1433,I'd love to go back.,1
1434,Anyway this FS restaurant has a wonderful breakfast/lunch.,1
1435,Nothing special.,0
1436,Each day of the week they have a different deal and it's all so delicious!,1
1437,Not to mention the combination of pears almonds and bacon is a big winner!,1
1438,Will not be back.,0
1439,Sauce was tasteless.,0
1440,The food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way.,1
1441,My ribeye steak was cooked perfectly and had great mesquite flavor.,1
1442,I don't think we'll be going back anytime soon.,0
1443,Food was so gooodd.,1
1444,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
1445,I was so insulted.,0
1446,The last 3 times I had lunch here has been bad.,0
1447,The chicken wings contained the driest chicken meat I have ever eaten.,0
1448,The food was very good and I enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc.,1
1449,Nargile - I think you are great.,1
1450,Best tater tots in the southwest.,1
1451,We loved the place.,1
1452,Definitely not worth the $3 I paid.,0
1453,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1
1454,Im in AZ all the time and now have my new spot.,1
1455,The manager was the worst.,0
1456,The inside is really quite nice and very clean.,1
1457,The food was outstanding and the prices were very reasonable.,1
1458,I don't think I'll be running back to Carly's anytime soon for food.,0
1459,This is was due to the fact that it took 20 minutes to be acknowledged then another 35 minutes to get our food...and they kept forgetting things.,0
1460,Love the margaritas too!,1
1461,This was my first and only Vegas buffet and it did not disappoint.,1
1462,Very good though!,1
1463,The one down note is the ventilation could use some upgrading.,0
1464,Great pork sandwich.,1
1465,Don't waste your time here.,0
1466,Total letdown I would much rather just go to the Camelback Flower Shop and Cartel Coffee.,0
1467,Third the cheese on my friend's burger was cold.,0
1468,We enjoy their pizza and brunch.,1
1469,The steaks are all well trimmed and also perfectly cooked.,1
1470,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1
1471,I LOVED it!,1
1472,We asked for the bill to leave without eating and they didn't bring that either.,0
1473,This place is a jewel in Las Vegas and exactly what I've been hoping to find in nearly ten years living here.,1
1474,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0
1475,The selection of food was not the best.,0
1476,Delicious and I will absolutely be back!,1
1477,This isn't a small family restaurant this is a fine dining establishment.,1
1478,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1
1479,I dont think I will be back for a very long time.,0
1480,It was attached to a gas station and that is rarely a good sign.,0
1481,How awesome is that.,1
1482,I will be back many times soon.,1
1483,The menu had so much good stuff on it i could not decide!,1
1484,Worse of all he humiliated his worker right in front of me..Bunch of horrible name callings.,0
1485,CONCLUSION: Very filling meals.,1
1486,Their daily specials are always a hit with my group.,1
1487,And then tragedy struck.,0
1488,The pancake was also really good and pretty large at that.,1
1489,This was my first crawfish experience and it was delicious!,1
1490,Their monster chicken fried steak and eggs is my all time favorite.,1
1491,Waitress was sweet and funny.,1
1492,I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious!,1
1493,I'd rather eat airline food seriously.,0
1494,Cant say enough good things about this place.,1
1495,The ambiance was incredible.,1
1496,The waitress and manager are so friendly.,1
1497,I would not recommend this place.,0
1498,Overall I wasn't very impressed with Noca.,0
1499,My gyro was basically lettuce only.,0
1500,Terrible service!,0
1501,Thoroughly disappointed!,0
1502,I don't each much pasta but I love the homemade /hand made pastas and thin pizzas here.,1
1503,Give it a try you will be happy you did.,1
1504,By far the BEST cheesecurds we have ever had!,1
1505,Reasonably priced also!,1
1506,Everything was perfect the night we were in.,1
1507,The food is very good for your typical bar food.,1
1508,it was a drive to get there.,0
1509,At first glance it is a lovely bakery cafe - nice ambiance clean friendly staff.,1
1510,Anyway I do not think i will go back there.,0
1511,Point your finger at any item on the menu order it and you won't be disappointed.,1
1512,Oh this is such a thing of beauty this restaurant.,1
1513,If you haven't gone here GO NOW!,1
1514,A greasy unhealthy meal.,0
1515,first time there and might just be the last.,0
1516,Those burgers were amazing.,1
1517,Similarly the delivery man did not say a word of apology when our food was 45 minutes late.,0
1518,And it was way to expensive.,0
1519,Be sure to order dessert even if you need to pack it to-go - the tiramisu and cannoli are both to die for.,1
1520,This was my first time and I can't wait until the next.,1
1521,The bartender was also nice.,1
1522,Everything was good and tasty!,1
1523,This place is two thumbs up....way up.,1
1524,The best place in Vegas for breakfast (just check out a Sat or Sun.,1
1525,If you love authentic Mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place.,1
1526,Terrible management.,0
1527,An excellent new restaurant by an experienced Frenchman.,1
1528,If there were zero stars I would give it zero stars.,0
1529,Great steak great sides great wine amazing desserts.,1
1530,Worst martini ever!,0
1531,The steak and the shrimp are in my opinion the best entrees at GC.,1
1532,I had the opportunity today to sample your amazing pizzas!,1
1533,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0
1534,The yellowtail carpaccio was melt in your mouth fresh.,1
1535,I won't try going back there even if it's empty.,0
1536,No I'm going to eat the potato that I found some strangers hair in it.,0
1537,Just spicy enough.. Perfect actually.,1
1538,Last night was my second time dining here and I was so happy I decided to go back!,1
1539,"not even a ""hello we will be right with you.""",0
1540,The desserts were a bit strange.,0
1541,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1
1542,I really do recommend this place you can go wrong with this donut place!,1
1543,Nice ambiance.,1
1544,I would recommend saving room for this!,1
1545,I guess maybe we went on an off night but it was disgraceful.,0
1546,However my recent experience at this particular location was not so good.,0
1547,I know this is not like the other restaurants at all something is very off here!,0
1548,AVOID THIS ESTABLISHMENT!,0
1549,I think this restaurant suffers from not trying hard enough.,0
1550,All of the tapas dishes were delicious!,1
1551,I *heart* this place.,1
1552,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
1553,After two I felt disgusting.,0
1554,A good time!,1
1555,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1
1556,Generous portions and great taste.,1
1557,I will never go back to this place and will never ever recommended this place to anyone!,0
1558,"The servers went back and forth several times not even so much as an ""Are you being helped?""",0
1559,Food was delicious!,1
1560,AN HOUR... seriously?,0
1561,I consider this theft.,0
1562,Eew... This location needs a complete overhaul.,0
1563,We recently witnessed her poor quality of management towards other guests as well.,0
1564,Waited and waited and waited.,0
1565,He also came back to check on us regularly excellent service.,1
1566,Our server was super nice and checked on us many times.,1
1567,The pizza tasted old super chewy in not a good way.,0
1568,I swung in to give them a try but was deeply disappointed.,0
1569,Service was good and the company was better!,1
1570,The staff are also very friendly and efficient.,1
1571,As for the service: I'm a fan because it's quick and you're being served by some nice folks.,1
1572,Boy was that sucker dry!!.,0
1573,Over rated.,0
1574,If you look for authentic Thai food go else where.,0
1575,Their steaks are 100% recommended!,1
1576,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
1577,Great food and great service in a clean and friendly setting.,1
1578,All in all I can assure you I'll be back.,1
1579,I hate those things as much as cheap quality black olives.,0
1580,My breakfast was perpared great with a beautiful presentation of 3 giant slices of Toast lightly dusted with powdered sugar.,1
1581,The kids play area is NASTY!,0
1582,Great place fo take out or eat in.,1
1583,The waitress was friendly and happy to accomodate for vegan/veggie options.,1
1584,OMG I felt like I had never eaten Thai food until this dish.,1
1585,"It was extremely ""crumby"" and pretty tasteless.",0
1586,It was a pale color instead of nice and char and has NO flavor.,0
1587,The croutons also taste homemade which is an extra plus.,1
1588,I got home to see the driest damn wings ever!,0
1589,It'll be a regular stop on my trips to Phoenix!,1
1590,I really enjoyed Crema Café before they expanded I even told friends they had the BEST breakfast.,1
1591,Not good for the money.,0
1592,I miss it and wish they had one in Philadelphia!,1
1593,We got sitting fairly fast but ended up waiting 40 minutes just to place our order another 30 minutes before the food arrived.,0
1594,They also have the best cheese crisp in town.,1
1595,Good value great food great service.,1
1596,Couldn't ask for a more satisfying meal.,1
1597,The food is good.,1
1598,It was awesome.,1
1599,I just wanted to leave.,0
1600,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
1601,I will not be eating there again.,0
1602,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0
1603,I checked out this place a couple years ago and was not impressed.,0
1604,The chicken I got was definitely reheated and was only ok the wedges were cold and soggy.,0
1605,Sorry I will not be getting food from here anytime soon :(,0
1606,An absolute must visit!,1
1607,The cow tongue and cheek tacos are amazing.,1
1608,My friend did not like his Bloody Mary.,0
1609,Despite how hard I rate businesses its actually rare for me to give a 1 star.,0
1610,They really want to make your experience a good one.,1
1611,I will not return.,0
1612,I had the chicken Pho and it tasted very bland.,0
1613,Very disappointing!!!,0
1614,The grilled chicken was so tender and yellow from the saffron seasoning.,1
1615,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait.,0
1616,Pretty awesome place.,1
1617,Ambience is perfect.,1
1618,Best of luck to the rude and non-customer service focused new management.,0
1619,Any grandmother can make a roasted chicken better than this one.,0
1620,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0
1621,The staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby!,1
1622,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
1623,The roast beef sandwich tasted really good!,1
1624,Same evening him and I are both drastically sick.,0
1625,High-quality chicken on the chicken Caesar salad.,1
1626,Ordered burger rare came in we'll done.,0
1627,We were promptly greeted and seated.,1
1628,Tried to go here for lunch and it was a madhouse.,0
1629,I was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable.,1
1630,After waiting an hour and being seated I was not in the greatest of moods.,0
1631,This is a good joint.,1
1632,The Macarons here are insanely good.,1
1633,I'm not eating here!,0
1634,Our waiter was very attentive friendly and informative.,1
1635,Maybe if they weren't cold they would have been somewhat edible.,0
1636,This place has a lot of promise but fails to deliver.,0
1637,Very bad Experience!,0
1638,What a mistake.,0
1639,Food was average at best.,0
1640,Great food.,1
1641,We won't be going back anytime soon!,0
1642,Very Very Disappointed ordered the $35 Big Bay Plater.,0
1643,Great place to relax and have an awesome burger and beer.,1
1644,It is PERFECT for a sit-down family meal or get together with a few friends.,1
1645,Not much flavor to them and very poorly constructed.,0
1646,The patio seating was very comfortable.,1
1647,The fried rice was dry as well.,0
1648,Hands down my favorite Italian restaurant!,1
1649,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
1650,It was just not a fun experience.,1
1651,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
1652,I personally love the hummus pita baklava falafels and Baba Ganoush (it's amazing what they do with eggplant!).,1
1653,Very convenient since we were staying at the MGM!,1
1654,The owners are super friendly and the staff is courteous.,1
1655,Both great!,1
1656,Eclectic selection.,1
1657,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
1658,The staff was very attentive.,1
1659,And the chef was generous with his time (even came around twice so we can take pictures with him).,1
1660,The owner used to work at Nobu so this place is really similar for half the price.,1
1661,Google mediocre and I imagine Smashburger will pop up.,0
1662,dont go here.,0
1663,I promise they won't disappoint.,1
1664,As a sushi lover avoid this place by all means.,0
1665,What a great double cheeseburger!,1
1666,Awesome service and food.,1
1667,A fantastic neighborhood gem !!!,1
1668,I can't wait to go back.,1
1669,The plantains were the worst I've ever tasted.,0
1670,It's a great place and I highly recommend it.,1
1671,Service was slow and not attentive.,0
1672,I gave it 5 stars then and I'm giving it 5 stars now.,1
1673,Your staff spends more time talking to themselves than me.,0
1674,Dessert: Panna Cotta was amazing.,1
1675,Very good food great atmosphere.1,1
1676,Damn good steak.,1
1677,Total brunch fail.,0
1678,Prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo.,1
1679,The decor is nice and the piano music soundtrack is pleasant.,1
1680,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
1681,Good food  good service .,1
1682,It was absolutely amazing.,1
1683,I probably won't be back to be honest.,0
1684,will definitely be back!,1
1685,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
1686,Hawaiian Breeze Mango Magic and Pineapple Delight are the smoothies that I've tried so far and they're all good.,1
1687,Went for lunch - service was slow.,0
1688,We had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed.,0
1689,I was mortified.,0
1690,Needless to say we will never be back here again.,0
1691,Anyways The food was definitely not filling at all and for the price you pay you should expect more.,0
1692,The chips that came out were dripping with grease and mostly not edible.,0
1693,I wasn't really impressed with Strip Steak.,0
1694,Have been going since 2007 and every meal has been awesome!!,1
1695,Our server was very nice and attentive as were the other serving staff.,1
1696,The cashier was friendly and even brought the food out to me.,1
1697,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0
1698,The atmosphere here is fun.,1
1699,Would not recommend to others.,0
1700,"Service is quick and even ""to go"" orders are just like we like it!",1
1701,I mean really how do you get so famous for your fish and chips when it's so terrible!?!,0
1702,That said our mouths and bellies were still quite pleased.,1
1703,Not my thing.,0
1704,2 Thumbs Up!!,1
1705,If you are reading this please don't go there.,0
1706,I loved the grilled pizza reminded me of legit Italian pizza.,1
1707,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
1708,They have a really nice atmosphere.,1
1709,Tonight I had the Elk Filet special...and it sucked.,0
1710,After one bite I was hooked.,1
1711,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
1712,Cute quaint simple honest.,1
1713,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
1714,The food was great as always compliments to the chef.,1
1715,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
1716,Awesome selection of beer.,1
1717,Great food and awesome service!,1
1718,One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8 and they didn't expect more tip than that.,1
1719,A FLY was in my apple juice.. A FLY!!!!!!!!,0
1720,The Han Nan Chicken was also very tasty.,1
1721,As for the service I thought it was good.,1
1722,The food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us.,0
1723,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
1724,Nicest Chinese restaurant I've been in a while.,1
1725,Overall I like there food and the service.,1
1726,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
1727,Probably never coming back and wouldn't recommend it.,0
1728,Friend's pasta -- also bad he barely touched it.,0
1729,Try them in the airport to experience some tasty food and speedy friendly service.,1
1730,I love the decor with the Chinese calligraphy wall paper.,1
1731,Never had anything to complain about here.,1
1732,The restaurant is very clean and has a family restaurant feel to it.,1
1733,It was way over fried.,0
1734,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
1735,When I opened the sandwich I was impressed but not in a good way.,0
1736,Will not be back!,0
1737,There was a warm feeling with the service and I felt like their guest for a special treat.,1
1738,An extensive menu provides lots of options for breakfast.,1
1739,I always order from the vegetarian menu during dinner which has a wide array of options to choose from.,1
1740,I have watched their prices inflate portions get smaller and management attitudes grow rapidly!,0
1741,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
1742,I got to enjoy the seafood salad with a fabulous vinegrette.,1
1743,The wontons were thin not thick and chewy almost melt in your mouth.,1
1744,Level 5 spicy was perfect where spice didn't over-whelm the soup.,1
